src_port,dst_port,window_size,tcp_flags,packet_size,num_options,has_MSS,has_WScale,has_NOP,has_SAckOK,has_Timestamp,has_UTO,has_EOL,mss_value,has_standard_mss,wscale_value,timestamp_val,timestamp_echo,has_zero_timestamp,option_sequence_hash,has_4_options,has_5_options,src_port_range,dst_port_range,avg_interval,std_interval,min_interval,max_interval,interval_regularity,interval_coefficient_variation,pattern_diversity,total_syn_packets,label,pcap_file
52912,3306,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,7724648,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
33320,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,6609014,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40157,53,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,5624299,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
59201,27017,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,3878576,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
41251,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,1487812,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
63414,21,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,4662465,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
64332,8443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,9749092,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
51273,53,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
50232,5432,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,6042385,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45778,8443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,2688348,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40628,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,4425157,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
50795,8443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
59787,80,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
60950,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,8320825,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
55272,8443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
58486,8443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,6291625,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
57935,443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
44315,80,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
55572,22,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,7892405,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
52748,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,8013576,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
33555,21,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,4730447,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
47548,993,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
53317,8443,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
63231,8080,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
35747,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
41220,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
35769,443,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
36657,8080,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
37214,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,2911174,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45937,8443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,7531686,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
36665,80,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
51229,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,3738560,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
64855,8080,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45337,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,9986226,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
52883,5432,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45988,993,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
64955,5432,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,1797437,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40672,143,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,1342465,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
44408,993,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,2902667,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40192,5432,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,7851513,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
56348,8080,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,4604941,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
39624,993,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,7450345,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
55580,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,6501327,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
57755,8443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,9812244,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
59624,443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
35360,80,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5740496,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45757,80,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,7731971,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
41885,8443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40616,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,8237968,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
38302,27017,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5690240,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
63646,995,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
36692,443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,8778650,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
42317,110,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5343790,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45180,3306,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,9948529,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
50769,8443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,8021785,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
43619,80,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
58444,8080,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
52444,443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
56670,8080,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5573887,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
37930,443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,9925920,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
42225,80,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
60458,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,9568006,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
32975,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
46249,80,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
47770,53,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,4440157,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
46465,25,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
62136,143,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
56189,27017,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
52386,8443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
38841,8443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,7183274,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
44080,110,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,6051960,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
46574,53,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,5068862,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
41325,993,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
47149,53,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,1740173,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
50239,53,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5977754,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
50973,110,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,6794454,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
36274,8443,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
34018,8443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,8326069,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
34381,443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
38423,3389,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,8099154,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
45277,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,9755707,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
46730,143,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,8679999,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
51561,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,9098020,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40914,443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
58008,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,6836279,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
50951,443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,2719996,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
41513,80,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,3024198,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
55616,8443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,1711304,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
44958,8080,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,3853138,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
44406,80,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
48716,8443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
53227,8443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,4787024,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
40025,995,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,4966769,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
53078,8080,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,8408287,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
33996,8080,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
36576,8080,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,8314031,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
52460,27017,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,8741183,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
56203,443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
54689,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,6216129,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
37022,443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
39629,27017,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
41678,110,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,9954922,0,0,4084162255,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
65463,143,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
49524,110,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,6643543,0,0,3822303820,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
37631,8443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,3795770,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
46065,8443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,2641270,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
60100,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,3027820,0,0,673659562,0,1,32595,26996,0.41035386343844465,0.5336819856864823,6.127357482910156e-05,2.0248990058898926,0.4346803819143328,1.3005409068520626,7,839,benign,benign1.pcap
